,A,B,C,D,E,F
0,0.0,0.0,1.0,0.0,0.11290188459517492,0.0
1,0.0,0.0,1.0,0.0,-0.1053718195737341,0.0
2,0.0,0.0,1.0,0.0,1.2011977807504635,0.0
3,0.0,0.0,1.0,0.0,-1.0730878355615245,0.0
4,0.0,0.0,1.0,0.0,0.7873484377862687,0.0
5,0.0,0.0,1.0,0.0,-1.4411338602257555,0.0
6,0.0,0.0,1.0,0.0,-0.07895044541537866,0.0
7,0.0,0.0,1.0,0.0,0.2010419716424674,0.0
8,0.0,0.0,1.0,0.0,0.9575233922887729,0.0
9,0.0,0.0,1.0,0.0,-0.4117078392032645,0.0
10,0.0,0.0,1.0,0.0,-1.146416203221658,0.0
11,0.0,0.0,1.0,0.0,-1.0954223639944627,0.0
12,0.0,0.0,1.0,0.0,-0.9685286240663049,0.0
13,0.0,0.0,1.0,0.0,-0.003960065381631406,0.0
14,0.0,0.0,1.0,0.0,0.023547116571329574,0.0
15,0.0,0.0,1.0,0.0,1.1229493601425196,0.0
16,0.0,0.0,1.0,0.0,0.6100938448705358,0.0
17,0.0,0.0,1.0,0.0,-0.5951452274050653,0.0
18,0.0,0.0,1.0,0.0,0.9374152358120185,0.0
19,0.0,0.0,1.0,0.0,-1.1759179396764388,0.0
20,0.0,0.0,1.0,0.0,-0.2840413167864422,0.0
21,0.0,0.0,1.0,0.0,-0.1095233883506479,0.0
22,0.0,0.0,1.0,0.0,0.8272476277267482,0.0
23,0.0,0.0,1.0,0.0,-0.004034125770705499,0.0
24,0.0,0.0,1.0,0.0,-0.2997667386543259,0.0
25,0.0,0.0,1.0,0.0,0.9230544041331199,0.0
26,0.0,0.0,1.0,0.0,-0.9268036267556619,0.0
27,0.0,0.0,1.0,0.0,-1.22796871132087,0.0
28,0.0,0.0,1.0,0.0,1.2239263600059016,0.0
29,0.0,0.0,1.0,0.0,-0.9865391029879755,0.0
30,0.0,0.0,1.0,0.0,-0.06982948377641596,0.0
31,0.0,0.0,1.0,0.0,1.065741678656115,0.0
32,0.0,0.0,1.0,0.0,-0.7784247738082994,0.0
33,0.0,0.0,1.0,0.0,0.18164793024840453,0.0
34,0.0,0.0,1.0,0.0,0.9565076523273326,0.0
35,0.0,0.0,1.0,0.0,-1.0186123507601361,0.0
36,0.0,0.0,1.0,0.0,0.945280489804845,0.0
37,0.0,0.0,1.0,0.0,-0.021190250217529405,0.0
38,0.0,0.0,1.0,0.0,0.5450358110831446,0.0
39,0.0,0.0,1.0,0.0,-0.011639189714743647,0.0
40,0.0,0.0,1.0,0.0,-0.5367638878485412,0.0
41,0.0,0.0,1.0,0.0,0.9180921322891586,0.0
42,0.0,0.0,1.0,0.0,-1.2177404289893003,0.0
43,0.0,0.0,1.0,0.0,0.1480559494900172,0.0
44,0.0,0.0,1.0,0.0,-0.14322951500153103,0.0
45,0.0,0.0,1.0,0.0,-0.09277685943731417,0.0
46,0.0,0.0,1.0,0.0,0.8186441810715861,0.0
47,0.0,0.0,1.0,0.0,0.0017168066065827992,0.0
48,0.0,0.0,1.0,0.0,-1.0979105256359813,0.0
49,0.0,0.0,1.0,0.0,0.9717082795891285,0.0
50,0.0,0.0,1.0,0.0,0.17532508316908135,0.0
51,0.0,0.0,1.0,0.0,-0.04763309279586503,0.0
52,0.0,0.0,1.0,0.0,0.10534034600741526,0.0
53,0.0,0.0,1.0,0.0,-0.10460470437653036,0.0
54,0.0,0.0,1.0,0.0,0.028055005584612047,0.0
55,0.0,0.0,1.0,0.0,0.05900751696716555,0.0
56,0.0,0.0,1.0,0.0,0.9467655984036709,0.0
57,0.0,0.0,1.0,0.0,-0.10694278614309782,0.0
58,0.0,0.0,1.0,0.0,-0.19214016770906084,0.0
59,0.0,0.0,1.0,0.0,-0.11501100834090106,0.0
60,0.0,0.0,1.0,0.0,1.0329567940206736,0.0
61,0.0,0.0,1.0,0.0,1.1084236249554904,0.0
62,0.0,0.0,1.0,0.0,1.0812187074974786,0.0
63,0.0,0.0,1.0,0.0,-0.7215591851521457,0.0
64,0.0,0.0,1.0,0.0,0.09099889809921313,0.0
65,0.0,0.0,1.0,0.0,0.12415737081769207,0.0
66,0.0,0.0,1.0,0.0,-1.1115098711942184,0.0
67,0.0,0.0,1.0,0.0,1.3357476359992038,0.0
68,0.0,0.0,1.0,0.0,-1.0718632689961782,0.0
69,0.0,0.0,1.0,0.0,1.2127040754881993,0.0
70,0.0,0.0,1.0,0.0,-0.9305397746393471,0.0
71,0.0,0.0,1.0,0.0,-0.8867599604841847,0.0
72,0.0,0.0,1.0,0.0,-0.3346966047770763,0.0
73,0.0,0.0,1.0,0.0,1.3075770142361935,0.0
74,0.0,0.0,1.0,0.0,0.12998163421283682,0.0
