,A,B,C,D,E,F
0,0.0,0.0,-0.9442677052813726,0.0,0.0,1.0
1,0.0,0.0,2.6975529649041037,0.0,0.0,1.0
2,0.0,0.0,2.356360966082152,0.0,0.0,1.0
3,0.0,0.0,2.8078230315549257,0.0,0.0,1.0
4,0.0,0.0,-0.5305524734913915,0.0,0.0,1.0
5,0.0,0.0,0.6799981919788152,0.0,0.0,1.0
6,0.0,0.0,0.37632585315546013,0.0,0.0,1.0
7,0.0,0.0,1.242054619664524,0.0,0.0,1.0
8,0.0,0.0,0.6872296915259976,0.0,0.0,1.0
9,0.0,0.0,0.7703700361450003,0.0,0.0,1.0
10,0.0,0.0,0.4389277692731526,0.0,0.0,1.0
11,0.0,0.0,2.1393983361463684,0.0,0.0,1.0
12,0.0,0.0,2.0006778509684024,0.0,0.0,1.0
13,0.0,0.0,-1.057132473058299,0.0,0.0,1.0
14,0.0,0.0,2.0637560807851774,0.0,0.0,1.0
15,0.0,0.0,-0.14343474112542343,0.0,0.0,1.0
16,0.0,0.0,1.9104552218614537,0.0,0.0,1.0
17,0.0,0.0,2.432154446075002,0.0,0.0,1.0
18,0.0,0.0,2.1235839735503337,0.0,0.0,1.0
19,0.0,0.0,2.93751826352529,0.0,0.0,1.0
20,0.0,0.0,2.8984872391569656,0.0,0.0,1.0
21,0.0,0.0,-0.2822263190628259,0.0,0.0,1.0
22,0.0,0.0,1.6002634384068757,0.0,0.0,1.0
23,0.0,0.0,1.1915367147437539,0.0,0.0,1.0
24,0.0,0.0,1.7183135543489125,0.0,0.0,1.0
25,0.0,0.0,2.1613959126592652,0.0,0.0,1.0
26,0.0,0.0,2.1881083962315904,0.0,0.0,1.0
27,0.0,0.0,2.355665486859431,0.0,0.0,1.0
28,0.0,0.0,2.8141309854731276,0.0,0.0,1.0
29,0.0,0.0,2.2517845456983814,0.0,0.0,1.0
30,0.0,0.0,2.392735131630329,0.0,0.0,1.0
31,0.0,0.0,2.0506686960157117,0.0,0.0,1.0
32,0.0,0.0,1.0809349089338496,0.0,0.0,1.0
33,0.0,0.0,2.151749074655279,0.0,0.0,1.0
34,0.0,0.0,2.8498130550476466,0.0,0.0,1.0
35,0.0,0.0,-0.16711673829690987,0.0,0.0,1.0
36,0.0,0.0,1.8201867211330556,0.0,0.0,1.0
37,0.0,0.0,2.653130858247744,0.0,0.0,1.0
38,0.0,0.0,-0.7468060429919565,0.0,0.0,1.0
39,0.0,0.0,1.364309552141595,0.0,0.0,1.0
40,0.0,0.0,2.456458553157039,0.0,0.0,1.0
41,0.0,0.0,2.2634561790204253,0.0,0.0,1.0
42,0.0,0.0,-1.060284633378564,0.0,0.0,1.0
43,0.0,0.0,2.9129749814449144,0.0,0.0,1.0
44,0.0,0.0,-0.031413073224399346,0.0,0.0,1.0
45,0.0,0.0,1.9626849481492428,0.0,0.0,1.0
46,0.0,0.0,1.3744922821095082,0.0,0.0,1.0
47,0.0,0.0,0.6750330207077766,0.0,0.0,1.0
48,0.0,0.0,2.649641605413271,0.0,0.0,1.0
49,0.0,0.0,-0.07801486099526028,0.0,0.0,1.0
50,0.0,0.0,2.4984779688900125,0.0,0.0,1.0
51,0.0,0.0,1.9859405291424985,0.0,0.0,1.0
52,0.0,0.0,2.8801771846810365,0.0,0.0,1.0
53,0.0,0.0,1.1602928778500257,0.0,0.0,1.0
54,0.0,0.0,2.1624595516569247,0.0,0.0,1.0
55,0.0,0.0,0.6426734156741548,0.0,0.0,1.0
56,0.0,0.0,2.7655496282965233,0.0,0.0,1.0
57,0.0,0.0,1.514205332081219,0.0,0.0,1.0
58,0.0,0.0,1.6346618396255561,0.0,0.0,1.0
59,0.0,0.0,1.6930227465235919,0.0,0.0,1.0
60,0.0,0.0,-0.4076505182203865,0.0,0.0,1.0
61,0.0,0.0,2.0074863911363923,0.0,0.0,1.0
62,0.0,0.0,2.000391787862422,0.0,0.0,1.0
63,0.0,0.0,2.744298585551344,0.0,0.0,1.0
64,0.0,0.0,-1.352037830737566,0.0,0.0,1.0
65,0.0,0.0,-0.5791937477352691,0.0,0.0,1.0
66,0.0,0.0,-0.08514261498712317,0.0,0.0,1.0
67,0.0,0.0,2.3650150397988248,0.0,0.0,1.0
