,A,B,C,D,E,F
0,0.0,1.0,0.0,0.0,0.0,1.9536057313130017
1,0.0,1.0,0.0,0.0,0.0,0.3219496807231771
2,0.0,1.0,0.0,0.0,0.0,-0.28351838635353
3,0.0,1.0,0.0,0.0,0.0,0.3642404216521413
4,0.0,1.0,0.0,0.0,0.0,0.07484860838556406
5,0.0,1.0,0.0,0.0,0.0,1.1520360529202591
6,0.0,1.0,0.0,0.0,0.0,1.4918141113042651
7,0.0,1.0,0.0,0.0,0.0,-0.4509094640368909
8,0.0,1.0,0.0,0.0,0.0,0.15874432796308258
9,0.0,1.0,0.0,0.0,0.0,-1.3833791948659173
10,0.0,1.0,0.0,0.0,0.0,1.7674767322054277
11,0.0,1.0,0.0,0.0,0.0,-0.34331596894843
12,0.0,1.0,0.0,0.0,0.0,-0.14526148872025035
13,0.0,1.0,0.0,0.0,0.0,-1.0214566446017965
14,0.0,1.0,0.0,0.0,0.0,-0.08669699187900992
15,0.0,1.0,0.0,0.0,0.0,1.6256037758622797
16,0.0,1.0,0.0,0.0,0.0,2.035925465430817
17,0.0,1.0,0.0,0.0,0.0,1.9947602586571576
18,0.0,1.0,0.0,0.0,0.0,1.1753244971925163
19,0.0,1.0,0.0,0.0,0.0,1.7006921844723704
20,0.0,1.0,0.0,0.0,0.0,0.7118551221383069
21,0.0,1.0,0.0,0.0,0.0,-0.5708600196882208
22,0.0,1.0,0.0,0.0,0.0,2.2041138007915144
23,0.0,1.0,0.0,0.0,0.0,1.3779752974285404
24,0.0,1.0,0.0,0.0,0.0,1.3148920381770823
25,0.0,1.0,0.0,0.0,0.0,1.6776325961058065
26,0.0,1.0,0.0,0.0,0.0,2.17194877756426
27,0.0,1.0,0.0,0.0,0.0,2.4360653900088067
28,0.0,1.0,0.0,0.0,0.0,1.6367521121882582
29,0.0,1.0,0.0,0.0,0.0,0.7482839178709476
30,0.0,1.0,0.0,0.0,0.0,2.0576503158099557
31,0.0,1.0,0.0,0.0,0.0,1.5169021042567898
32,0.0,1.0,0.0,0.0,0.0,1.4950425787210198
33,0.0,1.0,0.0,0.0,0.0,-0.8164594775428438
34,0.0,1.0,0.0,0.0,0.0,-0.019392261276331535
35,0.0,1.0,0.0,0.0,0.0,1.0404352954835336
36,0.0,1.0,0.0,0.0,0.0,2.911406304502245
37,0.0,1.0,0.0,0.0,0.0,1.679829991194615
38,0.0,1.0,0.0,0.0,0.0,1.689203204952506
39,0.0,1.0,0.0,0.0,0.0,2.6174931263802237
40,0.0,1.0,0.0,0.0,0.0,1.355067588460865
41,0.0,1.0,0.0,0.0,0.0,0.838024450549554
42,0.0,1.0,0.0,0.0,0.0,1.0835822451508823
43,0.0,1.0,0.0,0.0,0.0,1.6229329808573376
44,0.0,1.0,0.0,0.0,0.0,1.2803390186738826
45,0.0,1.0,0.0,0.0,0.0,2.1847795319540984
46,0.0,1.0,0.0,0.0,0.0,0.2927186560135251
47,0.0,1.0,0.0,0.0,0.0,2.2257002566365607
48,0.0,1.0,0.0,0.0,0.0,1.0878230414478058
49,0.0,1.0,0.0,0.0,0.0,1.5941962416183828
50,0.0,1.0,0.0,0.0,0.0,1.1402887133277002
51,0.0,1.0,0.0,0.0,0.0,1.4862036478559544
52,0.0,1.0,0.0,0.0,0.0,1.6341536917456452
53,0.0,1.0,0.0,0.0,0.0,0.43883392865031445
54,0.0,1.0,0.0,0.0,0.0,2.3723445956231717
55,0.0,1.0,0.0,0.0,0.0,1.3358075897134132
56,0.0,1.0,0.0,0.0,0.0,0.4138292269695989
57,0.0,1.0,0.0,0.0,0.0,1.5859699184924745
58,0.0,1.0,0.0,0.0,0.0,-1.7019595108462076
59,0.0,1.0,0.0,0.0,0.0,0.41734261137234485
60,0.0,1.0,0.0,0.0,0.0,1.6172634370166774
61,0.0,1.0,0.0,0.0,0.0,0.5289199509934813
62,0.0,1.0,0.0,0.0,0.0,2.673506424385334
63,0.0,1.0,0.0,0.0,0.0,2.1811000693035405
64,0.0,1.0,0.0,0.0,0.0,0.6879741230646426
65,0.0,1.0,0.0,0.0,0.0,-0.05764705297028194
66,0.0,1.0,0.0,0.0,0.0,2.478621683040979
67,0.0,1.0,0.0,0.0,0.0,1.045337656192826
68,0.0,1.0,0.0,0.0,0.0,1.1338490688057483
69,0.0,1.0,0.0,0.0,0.0,0.9689952472996621
70,0.0,1.0,0.0,0.0,0.0,3.098332104262165
71,0.0,1.0,0.0,0.0,0.0,2.764821341291646
72,0.0,1.0,0.0,0.0,0.0,0.04228169138953819
73,0.0,1.0,0.0,0.0,0.0,0.5917994447901251
74,0.0,1.0,0.0,0.0,0.0,2.5983408628115474
75,0.0,1.0,0.0,0.0,0.0,0.6176381121225737
76,0.0,1.0,0.0,0.0,0.0,-0.30622681838355836
77,0.0,1.0,0.0,0.0,0.0,0.20626248920356371
78,0.0,1.0,0.0,0.0,0.0,-0.6003588464504805
79,0.0,1.0,0.0,0.0,0.0,0.6038368588480151
80,0.0,1.0,0.0,0.0,0.0,1.050893951604516
81,0.0,1.0,0.0,0.0,0.0,1.193820363997361
82,0.0,1.0,0.0,0.0,0.0,1.725760505970576
83,0.0,1.0,0.0,0.0,0.0,-0.7527077681028751
84,0.0,1.0,0.0,0.0,0.0,-0.5883631032711889
85,0.0,1.0,0.0,0.0,0.0,0.02715971703692366
86,0.0,1.0,0.0,0.0,0.0,1.0358130064309587
87,0.0,1.0,0.0,0.0,0.0,-0.09656603080798543
88,0.0,1.0,0.0,0.0,0.0,1.2637258246239542
89,0.0,1.0,0.0,0.0,0.0,0.5387736121029028
90,0.0,1.0,0.0,0.0,0.0,0.7072586153511988
91,0.0,1.0,0.0,0.0,0.0,1.5389855636438154
92,0.0,1.0,0.0,0.0,0.0,0.04848467956222691
93,0.0,1.0,0.0,0.0,0.0,1.5754407520401905
94,0.0,1.0,0.0,0.0,0.0,-0.3310038151788859
95,0.0,1.0,0.0,0.0,0.0,1.2331461141779212
96,0.0,1.0,0.0,0.0,0.0,1.6352406928917635
97,0.0,1.0,0.0,0.0,0.0,0.1385340903187927
98,0.0,1.0,0.0,0.0,0.0,0.4038899687829156
99,0.0,1.0,0.0,0.0,0.0,0.5350098706455841
100,0.0,1.0,0.0,0.0,0.0,2.6988227621450145
101,0.0,1.0,0.0,0.0,0.0,0.6230278637212303
102,0.0,1.0,0.0,0.0,0.0,1.6698916780895403
103,0.0,1.0,0.0,0.0,0.0,1.300602124072825
104,0.0,1.0,0.0,0.0,0.0,2.3312431206473105
105,0.0,1.0,0.0,0.0,0.0,1.5811886186391015
106,0.0,1.0,0.0,0.0,0.0,1.6160708229217937
107,0.0,1.0,0.0,0.0,0.0,-0.2623516196946827
108,0.0,1.0,0.0,0.0,0.0,1.8243453916272891
109,0.0,1.0,0.0,0.0,0.0,1.2192498125309017
110,0.0,1.0,0.0,0.0,0.0,-0.6682339887151936
111,0.0,1.0,0.0,0.0,0.0,0.04972586167838455
112,0.0,1.0,0.0,0.0,0.0,1.0431655924241086
113,0.0,1.0,0.0,0.0,0.0,2.1709034017588538
114,0.0,1.0,0.0,0.0,0.0,0.23586554168155316
115,0.0,1.0,0.0,0.0,0.0,-0.30078919722904507
116,0.0,1.0,0.0,0.0,0.0,-0.1578296268512609
117,0.0,1.0,0.0,0.0,0.0,1.6433782531366423
118,0.0,1.0,0.0,0.0,0.0,1.5704582937821836
119,0.0,1.0,0.0,0.0,0.0,1.0107286307872922
120,0.0,1.0,0.0,0.0,0.0,2.2593731624565034
121,0.0,1.0,0.0,0.0,0.0,-0.10408207484093102
122,0.0,1.0,0.0,0.0,0.0,2.0239803840827446
123,0.0,1.0,0.0,0.0,0.0,1.671931057708155
124,0.0,1.0,0.0,0.0,0.0,1.2667827227881945
125,0.0,1.0,0.0,0.0,0.0,1.104186664873283
126,0.0,1.0,0.0,0.0,0.0,0.8263914846827669
127,0.0,1.0,0.0,0.0,0.0,0.8806656277229351
128,0.0,1.0,0.0,0.0,0.0,-0.10110255026136361
129,0.0,1.0,0.0,0.0,0.0,0.1118696703509412
130,0.0,1.0,0.0,0.0,0.0,2.0649930358144823
131,0.0,1.0,0.0,0.0,0.0,2.028098094547362
132,0.0,1.0,0.0,0.0,0.0,2.260566648978652
133,0.0,1.0,0.0,0.0,0.0,-0.63377825835251
134,0.0,1.0,0.0,0.0,0.0,0.34093811367328486
135,0.0,1.0,0.0,0.0,0.0,1.737500003333099
136,0.0,1.0,0.0,0.0,0.0,1.16082662417952
137,0.0,1.0,0.0,0.0,0.0,0.2412527494852148
138,0.0,1.0,0.0,0.0,0.0,-0.15312570905898393
139,0.0,1.0,0.0,0.0,0.0,1.1101484655632141
140,0.0,1.0,0.0,0.0,0.0,2.6460566435298567
141,0.0,1.0,0.0,0.0,0.0,2.5056083576613144
142,0.0,1.0,0.0,0.0,0.0,1.0081521137985556
143,0.0,1.0,0.0,0.0,0.0,2.816482190483062
144,0.0,1.0,0.0,0.0,0.0,1.8617492715623596
145,0.0,1.0,0.0,0.0,0.0,0.5606829300505773
146,0.0,1.0,0.0,0.0,0.0,1.368678991466726
147,0.0,1.0,0.0,0.0,0.0,1.5301979622238595
148,0.0,1.0,0.0,0.0,0.0,0.7429551292434246
149,0.0,1.0,0.0,0.0,0.0,1.5601256533800227
