,A,B,C,D,E,F
0,1.2352907457120692,-1.134355374433078,1.0931027974630787,-0.005896597183046425,-0.10715558715786377,0.18623733028143347
1,-0.024436388366306183,0.006688044965855955,2.0436296646778422,0.07918917055583982,0.11478587467316426,0.4929084665028364
2,6.2750280599626915,-0.8605535857933263,2.9987223212193754,1.724061319505819,1.3313631573288043,2.7497298403112715
3,2.9151046102349545,0.4953062650005595,-0.02218532474477053,-0.38602981960533317,0.7761307094687149,1.6257732036436943
4,-1.490918749145246,-1.3919070249944183,2.9587638836891172,-0.10057187918593624,-1.006085472612468,3.8358349138791987
5,0.5444087774785551,0.4114733465333006,2.8191938249472654,-1.0007940744389923,0.814224360751219,2.36012500237893
6,0.09898946595612745,2.3925936705811237,2.7352447373459094,-0.6228184270786108,1.1481192654268324,1.5526652207755909
7,0.7916512590921393,0.8092342569007489,3.11747876512799,0.018088364807238983,0.042586084799077106,0.6434924714432925
8,-1.71938473514651,1.8661354765847114,3.832342358222254,-0.20787865600094788,1.1350671878473333,3.1158434924427167
9,0.19979037873889327,1.6917528355376015,2.6387638883062454,-0.2516139962980667,0.2033123927913416,0.6505627376500033
