,A,B,C,D,E,F
0,0.0,1.0,0.0,0.0,-0.9724200475462151,0.0
1,0.0,1.0,0.0,0.0,1.0332700560878303,0.0
2,0.0,1.0,0.0,0.0,0.8590570197431384,0.0
3,0.0,1.0,0.0,0.0,-0.9833074589960514,0.0
4,0.0,1.0,0.0,0.0,-0.8944239508982408,0.0
5,0.0,1.0,0.0,0.0,-0.863554266633461,0.0
6,0.0,1.0,0.0,0.0,1.4598163226995535,0.0
7,0.0,1.0,0.0,0.0,1.0931161844013269,0.0
8,0.0,1.0,0.0,0.0,-0.9929268083793054,0.0
9,0.0,1.0,0.0,0.0,-0.11049593293082682,0.0
10,0.0,1.0,0.0,0.0,-1.2804112039632116,0.0
11,0.0,1.0,0.0,0.0,0.9083973562625218,0.0
12,0.0,1.0,0.0,0.0,0.6738163175359304,0.0
13,0.0,1.0,0.0,0.0,-0.11147238757979472,0.0
14,0.0,1.0,0.0,0.0,0.034619871242294264,0.0
15,0.0,1.0,0.0,0.0,-0.023146461525458406,0.0
16,0.0,1.0,0.0,0.0,-0.8801815076096033,0.0
17,0.0,1.0,0.0,0.0,0.13104678390739266,0.0
18,0.0,1.0,0.0,0.0,0.7114489505419781,0.0
19,0.0,1.0,0.0,0.0,-0.9836845182005914,0.0
20,0.0,1.0,0.0,0.0,-0.36495529888990064,0.0
21,0.0,1.0,0.0,0.0,-0.03282179459430479,0.0
22,0.0,1.0,0.0,0.0,0.8698302376650142,0.0
23,0.0,1.0,0.0,0.0,-0.02895739298735278,0.0
24,0.0,1.0,0.0,0.0,-1.099275071333967,0.0
25,0.0,1.0,0.0,0.0,-0.9880068368722928,0.0
26,0.0,1.0,0.0,0.0,1.1437545640458155,0.0
27,0.0,1.0,0.0,0.0,0.9679405183818397,0.0
28,0.0,1.0,0.0,0.0,-1.0012621497924712,0.0
29,0.0,1.0,0.0,0.0,1.253123107626184,0.0
30,0.0,1.0,0.0,0.0,0.16648163632080537,0.0
31,0.0,1.0,0.0,0.0,1.0131536860951196,0.0
32,0.0,1.0,0.0,0.0,-0.058285707020586885,0.0
33,0.0,1.0,0.0,0.0,1.1353563249931733,0.0
34,0.0,1.0,0.0,0.0,0.12744686988996923,0.0
35,0.0,1.0,0.0,0.0,-1.0358173582117554,0.0
36,0.0,1.0,0.0,0.0,-1.1090629034414712,0.0
37,0.0,1.0,0.0,0.0,0.9273131020667209,0.0
38,0.0,1.0,0.0,0.0,0.9177115057295306,0.0
39,0.0,1.0,0.0,0.0,0.8413191111703064,0.0
40,0.0,1.0,0.0,0.0,0.8868865377219888,0.0
41,0.0,1.0,0.0,0.0,-0.87200049091745,0.0
42,0.0,1.0,0.0,0.0,-0.9567492078729145,0.0
43,0.0,1.0,0.0,0.0,0.7693972240202309,0.0
44,0.0,1.0,0.0,0.0,-0.9495491112057324,0.0
45,0.0,1.0,0.0,0.0,0.08380102387903143,0.0
46,0.0,1.0,0.0,0.0,0.08614139434822454,0.0
47,0.0,1.0,0.0,0.0,1.1417033934204597,0.0
48,0.0,1.0,0.0,0.0,-0.8852217139276097,0.0
49,0.0,1.0,0.0,0.0,-0.02764267424893596,0.0
50,0.0,1.0,0.0,0.0,-0.7913659204968135,0.0
51,0.0,1.0,0.0,0.0,0.06726606950469394,0.0
52,0.0,1.0,0.0,0.0,0.2570719446986274,0.0
53,0.0,1.0,0.0,0.0,-0.0567464462852012,0.0
54,0.0,1.0,0.0,0.0,-0.1553710866536686,0.0
55,0.0,1.0,0.0,0.0,-0.3170692604208545,0.0
56,0.0,1.0,0.0,0.0,-0.8051420336777565,0.0
57,0.0,1.0,0.0,0.0,0.706713296469115,0.0
58,0.0,1.0,0.0,0.0,-0.8961321235486559,0.0
59,0.0,1.0,0.0,0.0,1.0938135515886187,0.0
60,0.0,1.0,0.0,0.0,0.39175033034411677,0.0
61,0.0,1.0,0.0,0.0,-0.9278145305909402,0.0
62,0.0,1.0,0.0,0.0,0.05951568928139117,0.0
63,0.0,1.0,0.0,0.0,1.3539226805230045,0.0
