,A,B,C,D,E,F
0,-0.8815210591049398,0.0,0.0,0.0,0.0,1.0
1,0.1173881588801633,0.0,0.0,0.0,0.0,1.0
2,3.2337912185869753,0.0,0.0,0.0,0.0,1.0
3,-0.8049809987774657,0.0,0.0,0.0,0.0,1.0
4,0.3538127688168089,0.0,0.0,0.0,0.0,1.0
5,-0.10599000996255525,0.0,0.0,0.0,0.0,1.0
6,0.8161113581256705,0.0,0.0,0.0,0.0,1.0
7,1.4130686482936454,0.0,0.0,0.0,0.0,1.0
8,-0.37124363111241043,0.0,0.0,0.0,0.0,1.0
9,-0.49872255404236043,0.0,0.0,0.0,0.0,1.0
10,0.8889409587100818,0.0,0.0,0.0,0.0,1.0
11,0.3285677614194953,0.0,0.0,0.0,0.0,1.0
12,-0.49813993898418674,0.0,0.0,0.0,0.0,1.0
13,-0.6108027752494483,0.0,0.0,0.0,0.0,1.0
14,4.628133106594736,0.0,0.0,0.0,0.0,1.0
15,-0.41518767601509143,0.0,0.0,0.0,0.0,1.0
16,-0.47126331181184367,0.0,0.0,0.0,0.0,1.0
17,3.4932499395133725,0.0,0.0,0.0,0.0,1.0
18,-0.2501129909510251,0.0,0.0,0.0,0.0,1.0
19,1.5224351038054689,0.0,0.0,0.0,0.0,1.0
20,0.9317087609246262,0.0,0.0,0.0,0.0,1.0
21,0.47695404546546527,0.0,0.0,0.0,0.0,1.0
22,2.0371168468429035,0.0,0.0,0.0,0.0,1.0
23,-0.9407155311925922,0.0,0.0,0.0,0.0,1.0
24,0.25256859896697614,0.0,0.0,0.0,0.0,1.0
25,-0.8568389845149664,0.0,0.0,0.0,0.0,1.0
26,-0.49034707761315666,0.0,0.0,0.0,0.0,1.0
27,-0.6219265815079016,0.0,0.0,0.0,0.0,1.0
28,3.3629822786964825,0.0,0.0,0.0,0.0,1.0
29,3.8175701668472035,0.0,0.0,0.0,0.0,1.0
30,1.5158886131940505,0.0,0.0,0.0,0.0,1.0
31,0.038341707128355385,0.0,0.0,0.0,0.0,1.0
32,1.9712178350353566,0.0,0.0,0.0,0.0,1.0
33,1.0449945226970438,0.0,0.0,0.0,0.0,1.0
34,1.777677388268668,0.0,0.0,0.0,0.0,1.0
35,-0.8572909758125282,0.0,0.0,0.0,0.0,1.0
36,-0.8304042752024546,0.0,0.0,0.0,0.0,1.0
37,0.5528283365508364,0.0,0.0,0.0,0.0,1.0
38,1.8090975048286397,0.0,0.0,0.0,0.0,1.0
39,-0.857381172929912,0.0,0.0,0.0,0.0,1.0
40,1.848574168991933,0.0,0.0,0.0,0.0,1.0
41,-0.7934195491875687,0.0,0.0,0.0,0.0,1.0
42,-0.2427272476531055,0.0,0.0,0.0,0.0,1.0
43,2.1100669065545925,0.0,0.0,0.0,0.0,1.0
44,-0.25154336077120587,0.0,0.0,0.0,0.0,1.0
45,-0.33130296461314246,0.0,0.0,0.0,0.0,1.0
46,-0.2213712648093733,0.0,0.0,0.0,0.0,1.0
47,5.285771427984941,0.0,0.0,0.0,0.0,1.0
48,-0.8270534478142346,0.0,0.0,0.0,0.0,1.0
49,0.5357310385126621,0.0,0.0,0.0,0.0,1.0
50,0.3007338359881344,0.0,0.0,0.0,0.0,1.0
51,2.47464863179459,0.0,0.0,0.0,0.0,1.0
52,0.8466292362662038,0.0,0.0,0.0,0.0,1.0
53,0.6243695614439999,0.0,0.0,0.0,0.0,1.0
54,-0.5277557800037999,0.0,0.0,0.0,0.0,1.0
55,-0.9968092743210681,0.0,0.0,0.0,0.0,1.0
56,0.07017240382010659,0.0,0.0,0.0,0.0,1.0
57,2.528824896344645,0.0,0.0,0.0,0.0,1.0
58,2.9252984638529336,0.0,0.0,0.0,0.0,1.0
59,-0.23144343265256184,0.0,0.0,0.0,0.0,1.0
60,0.849391328728111,0.0,0.0,0.0,0.0,1.0
61,1.6741166348919254,0.0,0.0,0.0,0.0,1.0
62,2.018750433655693,0.0,0.0,0.0,0.0,1.0
63,-0.27813764246377803,0.0,0.0,0.0,0.0,1.0
64,-0.872348167860118,0.0,0.0,0.0,0.0,1.0
65,-0.8115055878667763,0.0,0.0,0.0,0.0,1.0
66,-0.9494170212248283,0.0,0.0,0.0,0.0,1.0
67,5.127214512240603,0.0,0.0,0.0,0.0,1.0
68,-0.032497343933171496,0.0,0.0,0.0,0.0,1.0
69,-0.09223554281019997,0.0,0.0,0.0,0.0,1.0
70,0.3711139530063443,0.0,0.0,0.0,0.0,1.0
71,1.3692926354275494,0.0,0.0,0.0,0.0,1.0
72,-0.8719026486951653,0.0,0.0,0.0,0.0,1.0
73,-0.34259038193054814,0.0,0.0,0.0,0.0,1.0
74,-0.9691294340517523,0.0,0.0,0.0,0.0,1.0
75,-0.8408047834242215,0.0,0.0,0.0,0.0,1.0
76,1.7916890657017897,0.0,0.0,0.0,0.0,1.0
77,1.515294407400055,0.0,0.0,0.0,0.0,1.0
78,-0.32967149980871513,0.0,0.0,0.0,0.0,1.0
79,-0.8495312254340225,0.0,0.0,0.0,0.0,1.0
80,1.481585648609772,0.0,0.0,0.0,0.0,1.0
81,0.3247177180316789,0.0,0.0,0.0,0.0,1.0
82,-0.9816278675046495,0.0,0.0,0.0,0.0,1.0
83,0.8848083527043267,0.0,0.0,0.0,0.0,1.0
84,-0.171221823642294,0.0,0.0,0.0,0.0,1.0
85,-0.20993974877782628,0.0,0.0,0.0,0.0,1.0
86,-0.5569617961812947,0.0,0.0,0.0,0.0,1.0
87,-0.13562830250686442,0.0,0.0,0.0,0.0,1.0
88,-0.04595291907588006,0.0,0.0,0.0,0.0,1.0
89,-0.061896892368361045,0.0,0.0,0.0,0.0,1.0
90,-0.7477607860074439,0.0,0.0,0.0,0.0,1.0
91,0.016142559372310128,0.0,0.0,0.0,0.0,1.0
92,0.4414347627269679,0.0,0.0,0.0,0.0,1.0
93,-0.2781170590222264,0.0,0.0,0.0,0.0,1.0
94,2.6908924557330147,0.0,0.0,0.0,0.0,1.0
95,1.2330250203267545,0.0,0.0,0.0,0.0,1.0
96,0.0254153741726304,0.0,0.0,0.0,0.0,1.0
97,0.017528507321709075,0.0,0.0,0.0,0.0,1.0
98,0.27645468811722607,0.0,0.0,0.0,0.0,1.0
99,-0.259431673667768,0.0,0.0,0.0,0.0,1.0
100,0.1324439955943797,0.0,0.0,0.0,0.0,1.0
101,0.8948731310270539,0.0,0.0,0.0,0.0,1.0
102,0.5364108382878825,0.0,0.0,0.0,0.0,1.0
103,1.8281361477971738,0.0,0.0,0.0,0.0,1.0
104,-0.18494051028140435,0.0,0.0,0.0,0.0,1.0
105,2.9918551984927806,0.0,0.0,0.0,0.0,1.0
106,-0.9212738054853004,0.0,0.0,0.0,0.0,1.0
107,-0.35505772014675563,0.0,0.0,0.0,0.0,1.0
108,1.023119237510068,0.0,0.0,0.0,0.0,1.0
109,3.0385346764363943,0.0,0.0,0.0,0.0,1.0
110,2.010208947336486,0.0,0.0,0.0,0.0,1.0
111,-0.4346337064847894,0.0,0.0,0.0,0.0,1.0
112,2.0645308086759107,0.0,0.0,0.0,0.0,1.0
113,1.6732879516019858,0.0,0.0,0.0,0.0,1.0
114,-0.048919982224919556,0.0,0.0,0.0,0.0,1.0
115,1.2775870093553818,0.0,0.0,0.0,0.0,1.0
116,-0.4545276438343362,0.0,0.0,0.0,0.0,1.0
117,4.103971841744104,0.0,0.0,0.0,0.0,1.0
118,-0.838283222788577,0.0,0.0,0.0,0.0,1.0
119,-0.29439230044578246,0.0,0.0,0.0,0.0,1.0
120,0.46670015066548975,0.0,0.0,0.0,0.0,1.0
121,0.3556311577873652,0.0,0.0,0.0,0.0,1.0
122,-0.4505409349699414,0.0,0.0,0.0,0.0,1.0
123,1.6455428166107398,0.0,0.0,0.0,0.0,1.0
124,2.6754583949543096,0.0,0.0,0.0,0.0,1.0
125,-0.3419781721877164,0.0,0.0,0.0,0.0,1.0
