,A,B,C,D,E,F
0,0.0,0.0,0.0,0.0,1.0,1.8090953866848238
1,0.0,0.0,0.0,0.0,1.0,1.9971852097825216
2,0.0,0.0,0.0,0.0,1.0,3.14557289683741
3,0.0,0.0,0.0,0.0,1.0,3.2063372693382486
4,0.0,0.0,0.0,0.0,1.0,3.079003802309521
5,0.0,0.0,0.0,0.0,1.0,2.19000753146936
6,0.0,0.0,0.0,0.0,1.0,3.015211070803181
7,0.0,0.0,0.0,0.0,1.0,2.454235598430021
8,0.0,0.0,0.0,0.0,1.0,3.3231826762245866
9,0.0,0.0,0.0,0.0,1.0,3.521361959563797
10,0.0,0.0,0.0,0.0,1.0,3.5049370331382947
11,0.0,0.0,0.0,0.0,1.0,4.947513586431354
12,0.0,0.0,0.0,0.0,1.0,2.7713338682071806
13,0.0,0.0,0.0,0.0,1.0,3.4293420690368874
14,0.0,0.0,0.0,0.0,1.0,2.3060082074881993
15,0.0,0.0,0.0,0.0,1.0,2.173937487253594
16,0.0,0.0,0.0,0.0,1.0,1.316303648218045
17,0.0,0.0,0.0,0.0,1.0,2.6937810839935716
18,0.0,0.0,0.0,0.0,1.0,2.5091272778573366
19,0.0,0.0,0.0,0.0,1.0,2.562030868404534
20,0.0,0.0,0.0,0.0,1.0,1.971925473610423
21,0.0,0.0,0.0,0.0,1.0,1.0898608474556122
22,0.0,0.0,0.0,0.0,1.0,3.7706777278380637
23,0.0,0.0,0.0,0.0,1.0,1.548068670364078
24,0.0,0.0,0.0,0.0,1.0,0.00383336409550461
25,0.0,0.0,0.0,0.0,1.0,1.4250430755277677
26,0.0,0.0,0.0,0.0,1.0,2.550586416441752
27,0.0,0.0,0.0,0.0,1.0,2.9199609513374205
28,0.0,0.0,0.0,0.0,1.0,2.163491958446979
29,0.0,0.0,0.0,0.0,1.0,1.1936074644526724
30,0.0,0.0,0.0,0.0,1.0,2.290002290398965
31,0.0,0.0,0.0,0.0,1.0,3.8675017682708157
32,0.0,0.0,0.0,0.0,1.0,3.262592837847473
33,0.0,0.0,0.0,0.0,1.0,3.9967248632511865
34,0.0,0.0,0.0,0.0,1.0,3.921091486872266
35,0.0,0.0,0.0,0.0,1.0,3.57646723896028
36,0.0,0.0,0.0,0.0,1.0,2.6078235554498486
37,0.0,0.0,0.0,0.0,1.0,3.4662926203368367
38,0.0,0.0,0.0,0.0,1.0,1.130437661035097
39,0.0,0.0,0.0,0.0,1.0,4.689756473833713
40,0.0,0.0,0.0,0.0,1.0,2.947175244046093
41,0.0,0.0,0.0,0.0,1.0,3.384059799906382
42,0.0,0.0,0.0,0.0,1.0,1.5602763084456863
43,0.0,0.0,0.0,0.0,1.0,4.284879283992512
44,0.0,0.0,0.0,0.0,1.0,3.0540176448765357
45,0.0,0.0,0.0,0.0,1.0,1.6104561158868465
46,0.0,0.0,0.0,0.0,1.0,1.0682088182379725
47,0.0,0.0,0.0,0.0,1.0,3.8665794199387875
48,0.0,0.0,0.0,0.0,1.0,3.51959503845621
49,0.0,0.0,0.0,0.0,1.0,1.6803709711719514
50,0.0,0.0,0.0,0.0,1.0,2.7525226037748256
51,0.0,0.0,0.0,0.0,1.0,3.2342541657954382
52,0.0,0.0,0.0,0.0,1.0,2.715155924147073
53,0.0,0.0,0.0,0.0,1.0,1.683996199792476
54,0.0,0.0,0.0,0.0,1.0,1.7884609365820754
55,0.0,0.0,0.0,0.0,1.0,2.0909883015059187
56,0.0,0.0,0.0,0.0,1.0,1.865169715168641
57,0.0,0.0,0.0,0.0,1.0,3.132719075180953
58,0.0,0.0,0.0,0.0,1.0,3.1232755731043267
59,0.0,0.0,0.0,0.0,1.0,2.6317128770700284
60,0.0,0.0,0.0,0.0,1.0,3.0735738110781594
61,0.0,0.0,0.0,0.0,1.0,1.017231355601686
62,0.0,0.0,0.0,0.0,1.0,2.44781478689155
63,0.0,0.0,0.0,0.0,1.0,2.507559354969149
64,0.0,0.0,0.0,0.0,1.0,4.041014375938282
65,0.0,0.0,0.0,0.0,1.0,3.488655491104498
66,0.0,0.0,0.0,0.0,1.0,4.4363469735284395
67,0.0,0.0,0.0,0.0,1.0,3.8710781951726574
68,0.0,0.0,0.0,0.0,1.0,2.692506609135485
69,0.0,0.0,0.0,0.0,1.0,4.355087381215557
70,0.0,0.0,0.0,0.0,1.0,1.7689426167147921
71,0.0,0.0,0.0,0.0,1.0,2.1181718268076852
72,0.0,0.0,0.0,0.0,1.0,1.4886707949000761
73,0.0,0.0,0.0,0.0,1.0,-0.5045639634872479
74,0.0,0.0,0.0,0.0,1.0,1.6850303509058437
75,0.0,0.0,0.0,0.0,1.0,2.4949468037876823
76,0.0,0.0,0.0,0.0,1.0,2.0544898877942854
77,0.0,0.0,0.0,0.0,1.0,2.429098296669246
78,0.0,0.0,0.0,0.0,1.0,3.674946091222348
79,0.0,0.0,0.0,0.0,1.0,1.51945518856812
80,0.0,0.0,0.0,0.0,1.0,3.014881830756278
81,0.0,0.0,0.0,0.0,1.0,2.931981082374153
82,0.0,0.0,0.0,0.0,1.0,3.629126758690443
83,0.0,0.0,0.0,0.0,1.0,2.9188632067600424
84,0.0,0.0,0.0,0.0,1.0,1.3833332444048212
85,0.0,0.0,0.0,0.0,1.0,2.544929093813387
86,0.0,0.0,0.0,0.0,1.0,2.812518965790674
87,0.0,0.0,0.0,0.0,1.0,1.5782565359354201
88,0.0,0.0,0.0,0.0,1.0,2.153024391160753
89,0.0,0.0,0.0,0.0,1.0,2.5872961220602617
90,0.0,0.0,0.0,0.0,1.0,4.080776565820704
91,0.0,0.0,0.0,0.0,1.0,1.7202516473964
92,0.0,0.0,0.0,0.0,1.0,2.5720263592613777
93,0.0,0.0,0.0,0.0,1.0,4.207105167004112
94,0.0,0.0,0.0,0.0,1.0,3.9001322300842944
95,0.0,0.0,0.0,0.0,1.0,2.9461684906271506
96,0.0,0.0,0.0,0.0,1.0,3.4384850232567983
97,0.0,0.0,0.0,0.0,1.0,2.0216866162319653
98,0.0,0.0,0.0,0.0,1.0,2.6003928359748913
99,0.0,0.0,0.0,0.0,1.0,1.0226712180135897
100,0.0,0.0,0.0,0.0,1.0,2.418509819750707
101,0.0,0.0,0.0,0.0,1.0,3.8742081296636774
102,0.0,0.0,0.0,0.0,1.0,2.9681011884328132
103,0.0,0.0,0.0,0.0,1.0,2.3423160936237437
104,0.0,0.0,0.0,0.0,1.0,3.2129011046523814
105,0.0,0.0,0.0,0.0,1.0,1.8249027452203186
106,0.0,0.0,0.0,0.0,1.0,4.067635342494054
107,0.0,0.0,0.0,0.0,1.0,2.413161545702178
108,0.0,0.0,0.0,0.0,1.0,2.709991653122364
109,0.0,0.0,0.0,0.0,1.0,2.32684660788248
110,0.0,0.0,0.0,0.0,1.0,5.454755857822358
111,0.0,0.0,0.0,0.0,1.0,3.1247848608980844
112,0.0,0.0,0.0,0.0,1.0,1.7530400949469405
113,0.0,0.0,0.0,0.0,1.0,2.337534841907624
114,0.0,0.0,0.0,0.0,1.0,1.818834335195974
115,0.0,0.0,0.0,0.0,1.0,4.075005541805022
116,0.0,0.0,0.0,0.0,1.0,2.297232888412231
117,0.0,0.0,0.0,0.0,1.0,2.2514392748494005
118,0.0,0.0,0.0,0.0,1.0,0.6792837283510638
119,0.0,0.0,0.0,0.0,1.0,2.704801718787417
120,0.0,0.0,0.0,0.0,1.0,2.095254496505529
121,0.0,0.0,0.0,0.0,1.0,2.8327326861861053
122,0.0,0.0,0.0,0.0,1.0,4.875082223722469
123,0.0,0.0,0.0,0.0,1.0,3.0881870054921183
124,0.0,0.0,0.0,0.0,1.0,2.7813271069535688
125,0.0,0.0,0.0,0.0,1.0,2.813105328666511
126,0.0,0.0,0.0,0.0,1.0,1.5487871058930764
127,0.0,0.0,0.0,0.0,1.0,3.2581208838384774
128,0.0,0.0,0.0,0.0,1.0,2.5127498927761334
129,0.0,0.0,0.0,0.0,1.0,3.060769767736112
130,0.0,0.0,0.0,0.0,1.0,3.337530927162405
131,0.0,0.0,0.0,0.0,1.0,1.5137348774300698
132,0.0,0.0,0.0,0.0,1.0,1.8828630150062524
133,0.0,0.0,0.0,0.0,1.0,-0.2632206356333051
134,0.0,0.0,0.0,0.0,1.0,2.343340937584472
135,0.0,0.0,0.0,0.0,1.0,1.3860025501971598
136,0.0,0.0,0.0,0.0,1.0,3.4794782865008544
137,0.0,0.0,0.0,0.0,1.0,2.2199116073594016
138,0.0,0.0,0.0,0.0,1.0,1.7369926388552641
139,0.0,0.0,0.0,0.0,1.0,2.6280081117754595
140,0.0,0.0,0.0,0.0,1.0,1.8703753271920154
141,0.0,0.0,0.0,0.0,1.0,2.8947439372471133
142,0.0,0.0,0.0,0.0,1.0,2.1865513569717696
143,0.0,0.0,0.0,0.0,1.0,1.7914025359873453
144,0.0,0.0,0.0,0.0,1.0,3.961387194421911
145,0.0,0.0,0.0,0.0,1.0,2.643641519247497
146,0.0,0.0,0.0,0.0,1.0,2.976573365711187
147,0.0,0.0,0.0,0.0,1.0,1.3531730013954784
148,0.0,0.0,0.0,0.0,1.0,2.9029149549356204
149,0.0,0.0,0.0,0.0,1.0,4.689878546744222
150,0.0,0.0,0.0,0.0,1.0,3.056160905971965
151,0.0,0.0,0.0,0.0,1.0,2.2503683146228974
152,0.0,0.0,0.0,0.0,1.0,2.7471640492491622
153,0.0,0.0,0.0,0.0,1.0,2.9554346594631395
154,0.0,0.0,0.0,0.0,1.0,3.9292511968718054
155,0.0,0.0,0.0,0.0,1.0,4.085491019236068
156,0.0,0.0,0.0,0.0,1.0,1.9362954504745393
157,0.0,0.0,0.0,0.0,1.0,2.2842868502537925
158,0.0,0.0,0.0,0.0,1.0,-0.21049474048539318
159,0.0,0.0,0.0,0.0,1.0,0.15385997089026926
160,0.0,0.0,0.0,0.0,1.0,2.609042206381695
161,0.0,0.0,0.0,0.0,1.0,0.5048341034563084
162,0.0,0.0,0.0,0.0,1.0,3.111057707630356
163,0.0,0.0,0.0,0.0,1.0,2.362662876066638
164,0.0,0.0,0.0,0.0,1.0,3.8489803184492066
165,0.0,0.0,0.0,0.0,1.0,2.8432971103682245
166,0.0,0.0,0.0,0.0,1.0,2.899862002747377
167,0.0,0.0,0.0,0.0,1.0,2.896098265270528
168,0.0,0.0,0.0,0.0,1.0,1.451301175573106
169,0.0,0.0,0.0,0.0,1.0,4.2080729598291144
170,0.0,0.0,0.0,0.0,1.0,2.0336954722086396
171,0.0,0.0,0.0,0.0,1.0,2.0604703784872314
172,0.0,0.0,0.0,0.0,1.0,1.9460127346050995
173,0.0,0.0,0.0,0.0,1.0,3.3720089617389015
