,A,B,C,D,E,F
0,0.0,0.0,0.41683249889751717,0.0,1.0,0.0
1,0.0,0.0,2.4419979859529612,0.0,1.0,0.0
2,0.0,0.0,2.289345244112173,0.0,1.0,0.0
3,0.0,0.0,0.07786429250587368,0.0,1.0,0.0
4,0.0,0.0,2.506135060876954,0.0,1.0,0.0
5,0.0,0.0,2.0168405847481345,0.0,1.0,0.0
6,0.0,0.0,2.7369626319705915,0.0,1.0,0.0
7,0.0,0.0,2.6541107852513237,0.0,1.0,0.0
8,0.0,0.0,2.9498458191798815,0.0,1.0,0.0
9,0.0,0.0,-0.7584768464207365,0.0,1.0,0.0
10,0.0,0.0,-1.5474098641646254,0.0,1.0,0.0
11,0.0,0.0,-0.35622843196715703,0.0,1.0,0.0
12,0.0,0.0,-1.0658990033874942,0.0,1.0,0.0
13,0.0,0.0,2.586159807675891,0.0,1.0,0.0
14,0.0,0.0,2.176377252857313,0.0,1.0,0.0
15,0.0,0.0,2.535387044599831,0.0,1.0,0.0
16,0.0,0.0,0.9288514564566932,0.0,1.0,0.0
17,0.0,0.0,2.664264052603749,0.0,1.0,0.0
18,0.0,0.0,1.7002146887422567,0.0,1.0,0.0
19,0.0,0.0,2.443502936800785,0.0,1.0,0.0
20,0.0,0.0,2.5293310132213707,0.0,1.0,0.0
21,0.0,0.0,-1.0108802021780314,0.0,1.0,0.0
22,0.0,0.0,-1.068426036310174,0.0,1.0,0.0
23,0.0,0.0,1.6724396901881344,0.0,1.0,0.0
24,0.0,0.0,2.4079478860458092,0.0,1.0,0.0
25,0.0,0.0,-0.25850039305278727,0.0,1.0,0.0
26,0.0,0.0,1.98127025852123,0.0,1.0,0.0
27,0.0,0.0,2.385818182362083,0.0,1.0,0.0
28,0.0,0.0,2.712258006230533,0.0,1.0,0.0
29,0.0,0.0,0.9773741902088323,0.0,1.0,0.0
30,0.0,0.0,2.5253866945075307,0.0,1.0,0.0
31,0.0,0.0,2.860864790551439,0.0,1.0,0.0
